FIRING_HEADER_ROW,Time Cue Number,Ignition Event Time,Number Of Devices,Duration,Coordinates,Chain Identifier,Lockout Identifier,Device Delay,Prefire Delay,Effect Name,Caliber,Category,Angles,Position Name,Animation Description,Module Description,Module Address,Slat Address,Pin Address,Firing Notes,Product ID,Manufacturer Product ID,Animation ID,Location Primary,Location Secondary,Price Per Device,Mortar Caliber,Track Identifier
,,1.599,,,,,,,,49 Shot Red To Green To Blue Crossette Cake,,,,,,,2,1,3,,,,,,,,,
,,3.478,,,,,,,,49 Shot Red To Green To Blue Crossette Cake,,,,,,,3,1,11,,,,,,,,,
,,5.024,,,,,,,,49 Shot Red To Green To Blue Crossette Cake,,,,,,,1,1,10,,,,,,,,,
,,10.369,,,,,,,,16 Shot Green Comet w/ Tail Cake,,,,,,,3,1,6,,,,,,,,,
,,10.583,,,,,,,,16 Shot Green Comet w/ Tail Cake,,,,,,,4,0,8,,,,,,,,,
,,10.798,,,,,,,,16 Shot Green Comet w/ Tail Cake,,,,,,,0,0,2,,,,,,,,,
,,11.012,,,,,,,,16 Shot Green Comet w/ Tail Cake,,,,,,,0,2,8,,,,,,,,,
,,11.226,,,,,,,,16 Shot Green Comet w/ Tail Cake,,,,,,,4,2,8,,,,,,,,,
,,11.44,,,,,,,,16 Shot Green Comet w/ Tail Cake,,,,,,,2,0,5,,,,,,,,,
,,11.655,,,,,,,,16 Shot Green Comet w/ Tail Cake,,,,,,,1,1,4,,,,,,,,,
,,11.869,,,,,,,,16 Shot Green Comet w/ Tail Cake,,,,,,,2,2,10,,,,,,,,,
,,33.031,,,,,,,,20 Shot Gold Waterfall Cake,,,,,,,1,2,4,,,,,,,,,
,,33.031,,,,,,,,20 Shot Gold Waterfall Cake,,,,,,,3,0,8,,,,,,,,,
,,34.412,,,,,,,,20 Shot Gold Waterfall Cake,,,,,,,1,0,6,,,,,,,,,
,,34.412,,,,,,,,20 Shot Gold Waterfall Cake,,,,,,,3,2,5,,,,,,,,,
,,47.966,,,,,,,,182 Shot Comet Fan Cake Z Shape,,,,,,,0,1,9,,,,,,,,,
,,47.966,,,,,,,,182 Shot Comet Fan Cake Z Shape,,,,,,,4,1,3,,,,,,,,,
,,81.75,,,,,,,,130 Shot Z Shape Rising Red Glittering Comet Cake,,,,,,,2,1,8,,,,,,,,,
,,104.283,,,,,,,,21 Shot Crackling Palm Cake,,,,,,,0,2,7,,,,,,,,,
,,106.4,,,,,,,,21 Shot Crackling Palm Cake,,,,,,,4,0,11,,,,,,,,,
,,107.303,,,,,,,,,,,,,,,0,1,15,,,,,,,,,
,,107.303,,,,,,,,,,,,,,,4,1,15,,,,,,,,,
,,151.974,,,,,,,,25 Shot Z Shape Silver Strobing Waterfall Cake,,,,,,,1,0,11,,,,,,,,,
,,154.424,,,,,,,,silver strobe sky mine,,,,,,,3,2,2,,,,,,,,,
,,155.955,,,,,,,,,,,,,,,2,1,15,,,,,,,,,
,,167.1,,,,,,,,15 Shot Green To Blue To Red Cake Fan,,,,,,,2,0,14,,,,,,,,,
,,176.652,,,,,,,,15 Shot Gold Comet w/ Blue Mine Fan Cake,,,,,,,2,1,13,,,,,,,,,
,,178.421,,,,,,,,15 Shot Green To Blue To Red Cake Fan,,,,,,,2,2,14,,,,,,,,,
,,178.935,,,,,,,,12 Shot Crackling Gold Peony Cake,,,,,,,2,2,2,,,,,,,,,
,,180.196,,,,,,,,Blue Comet,,,,,,,1,3,11,,,,,,,,,
,,180.196,,,,,,,,Blue Comet,,,,,,,1,3,12,,,,,,,,,
,,180.196,,,,,,,,Blue Comet,,,,,,,1,3,13,,,,,,,,,
,,180.196,,,,,,,,Blue Comet,,,,,,,1,3,14,,,,,,,,,
,,180.196,,,,,,,,Blue Comet,,,,,,,1,3,15,,,,,,,,,
,,180.196,,,,,,,,Blue Comet,,,,,,,1,4,0,,,,,,,,,
,,180.196,,,,,,,,Blue Comet,,,,,,,1,4,1,,,,,,,,,
,,180.196,,,,,,,,Blue Comet,,,,,,,3,4,2,,,,,,,,,
,,180.196,,,,,,,,Blue Comet,,,,,,,3,4,3,,,,,,,,,
,,180.196,,,,,,,,Blue Comet,,,,,,,3,4,4,,,,,,,,,
,,180.196,,,,,,,,Blue Comet,,,,,,,3,4,5,,,,,,,,,
,,180.196,,,,,,,,Blue Comet,,,,,,,3,4,6,,,,,,,,,
,,180.196,,,,,,,,Blue Comet,,,,,,,3,4,7,,,,,,,,,
,,180.196,,,,,,,,Blue Comet,,,,,,,3,4,8,,,,,,,,,
,,189.968,,,,,,,,90 Shot Z Shape Multi Color Falling Leaves Cake,,,,,,,2,0,12,,,,,,,,,
,,189.968,,,,,,,,90 Shot Z Shape Multi Color Falling Leaves Cake,,,,,,,2,2,12,,,,,,,,,
,,213.576,,,,,,,,10 Shot White Strobing Peony Cake,,,,,,,1,0,10,,,,,,,,,
,,213.576,,,,,,,,10 Shot White Strobing Peony Cake,,,,,,,3,2,12,,,,,,,,,
,,223.544,,,,,,,,54 Shot Strobing Varg Peony Cake Z Shape,,,,,,,0,2,6,,,,,,,,,
,,223.544,,,,,,,,54 Shot Strobing Varg Peony Cake Z Shape,,,,,,,4,0,7,,,,,,,,,
,,259.537,,,,,,,,12 Shot Crackling Gold Peony Cake,,,,,,,3,0,1,,,,,,,,,
,,265.218,,,,,,,,12 Shot Crackling Gold Peony Cake,,,,,,,1,2,7,,,,,,,,,
,,272.626,,,,,,,,12 Shot Crackling Gold Peony Cake,,,,,,,2,0,9,,,,,,,,,
,,284.663,,,,,,,,20 Shot Gold Waterfall Cake,,,,,,,1,2,9,,,,,,,,,
,,284.663,,,,,,,,20 Shot Gold Waterfall Cake,,,,,,,3,0,4,,,,,,,,,
,,285.619,,,,,,,,12 Shot Crackling Gold Peony Cake,,,,,,,2,0,10,,,,,,,,,
,,285.619,,,,,,,,12 Shot Crackling Gold Peony Cake,,,,,,,2,2,3,,,,,,,,,
,,296.03,,,,,,,,,,,,,,,2,1,5,,,,,,,,,
,,300.776,,,,,,,,Green Strobing Peony,,,,,,,2,0,15,,,,,,,,,
,,313.418,,,,,,,,50 Shot White Strobing Z Shape Cake,,,,,,,2,1,0,,,,,,,,,
,,341.919,,,,,,,,Varg Flame,,,,,,,2,1,12,,,,,,,,,
,,344.688,,,,,,,,Varg Flame,,,,,,,1,1,15,,,,,,,,,
,,347.302,,,,,,,,Varg Flame,,,,,,,3,1,15,,,,,,,,,
,,349.788,,,,,,,,Green Flame,,,,,,,0,1,11,,,,,,,,,
,,352.292,,,,,,,,Varg Flame,,,,,,,4,1,11,,,,,,,,,
,,354.907,,,,,,,,Varg Flame,,,,,,,0,2,13,,,,,,,,,
,,357.385,,,,,,,,Green Flame,,,,,,,4,0,14,,,,,,,,,
,,359.358,,,,,,,,10 Shot Red Strobing Peony Cake,,,,,,,1,1,11,,,,,,,,,
,,359.358,,,,,,,,10 Shot White Strobing Peony Cake,,,,,,,3,1,2,,,,,,,,,
,,392.319,,,,,,,,20 Shot Gold Waterfall Cake,,,,,,,1,2,1,,,,,,,,,
,,392.319,,,,,,,,20 Shot Gold Waterfall Cake,,,,,,,3,0,0,,,,,,,,,
,,392.926,,,,,,,,13 Shot Fan Crackling Crossette Cake,,,,,,,2,1,14,,,,,,,,,
,,408.902,,,,,,,,30 Shot Varg Ear Cake,,,,,,,1,0,12,,,,,,,,,
,,408.902,,,,,,,,30 Shot Varg Ear Cake,,,,,,,3,2,8,,,,,,,,,
